3.640816327,a
12.452040816,a
21.102970522,b
29.867528345,b
38.547823129,c
46.355873016,d
55.125102041,e
63.747936508,f
73.503129252,a
82.196485261,a
90.862448980,b
99.546984127,b
108.428639456,c
116.073900227,d
124.682698413,e
133.608140590,f
143.225034014,a
151.953945578,a
159.811133787,h
168.332585034,i
177.325034014,e
185.791564626,f
204.475102041,a
213.165419501,a
