28.526961451,A
38.019682540,B
45.756235828,C
53.676689342,D
59.259977324,E
63.689410431,F
68.529705215,G
72.835668934,H
98.305351474,I
107.542040816,J
115.822947846,K
123.016507937,L
129.221632653,E
133.708956916,F
138.504172336,G
142.554285714,H
181.462743764,M
186.009433107,N
190.566984127,G
193.893378685,O
197.802358277,P
207.069387755,H
