3.638775510,intro
16.705759637,pre-verse
21.121201814,verse
51.659591837,pre-chorus
56.003356009,chorus
73.459591837,inter
86.539591837,pre-verse
90.924897959,verse
121.480000000,pre-chorus
125.784739229,chorus
143.277959184,inter
160.746938776,bridge
173.830521542,pre-chorus
178.191836735,chorus
204.457029478,outro
225.950204082,silence
